product_name @ features @ price @ link
Apple iPhone 8 Plus 256GB Space Grey - 4G Smartphone@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 256 GB-Μνήμη RAM: Μη διαθέσιμη πληροφορία-Κάμερα: Dual 12 Megapixel (wide-angle and telephoto)-Επεξεργαστής: Hexa Core-Βάρος: 202 g-Dual SIM: Όχι@1049@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-8-plus-256gb-space-grey-4g-smartphone/prod8760488pp/
Apple iPhone X 64GB Silver - 4G SmartphoneAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: Μη διαθέσιμη πληροφορία-Κάμερα: 12 Megapixel Dual Camera f1.8 με Dual OIS-Επεξεργαστής: Hexa Core-Βάρος: 174 g-Dual SIM: Όχι@1099@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-x-64gb-silver-4g-smartphone/prod8760479pp/
Apple iPhone X 256GB Silver - 4G SmartphoneAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 256 GB-Μνήμη RAM: Μη διαθέσιμη πληροφορία-Κάμερα: 12 Megapixel Dual Camera f1.8 με Dual OIS-Επεξεργαστής: Hexa Core-Βάρος: 174 g-Dual SIM: Όχι@1299@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-x-256gb-silver-4g-smartphone/prod8760481pp/
Apple iPhone X 256GB Space Grey - 4G SmartphoneAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE@1299@https://www.public.gr/product/tilefonia/smartphones-perissotera/apple-iphone-x-256gb-space-grey-4g-smartphone/prod8760480pp/
Sony Xperia XA1 Ultra 32GB Χρυσό Dual Sim 4G SmartphoneSONY@Εγγύηση:  24 μήνες-Κατασκευαστής: SONY-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 4 GB-Κάμερα: 23 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 188 g-Dual SIM: Ναι@229@https://www.public.gr/product/tilefonia/kinita-smartphones/sony-xperia-xa1-ultra-32gb-hryso-dual-sim-4g-smartphone/prod8691077pp/
Alcatel U5 8GB Μαύρο Dual Sim SmartphoneALCATEL@Εγγύηση:  24 μήνες-Κατασκευαστής: ALCATEL-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1 GB-Κάμερα: 5 Megapixel-Επεξεργαστής: Quad Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Ναι@79,89@https://www.public.gr/product/tilefonia/kinita-smartphones/alcatel-u5-8gb-mayro-dual-sim-smartphone/prod8740057pp/
Alcatel A5 16GB Ασημί Dual Sim Smartphone@Εγγύηση:  24 μήνες-Κατασκευαστής: ALCATEL-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Octa Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Ναι@99,89@https://www.public.gr/product/tilefonia/kinita-smartphones/alcatel-a5-16gb-asimi-dual-sim-smartphone/prod8740062pp/
Alcatel A5 16GB Mαύρο Dual Sim SmartphoneALCATEL@Εγγύηση:  24 μήνες-Κατασκευαστής: ALCATEL-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Octa Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Ναι@99,89@https://www.public.gr/product/tilefonia/kinita-smartphones/alcatel-a5-16gb-mayro-dual-sim-smartphone/prod8740061pp/
MLS MX 32GB Μαύρο Dual Sim SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 3 GB-Κάμερα: 16 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 161 g-Dual SIM: Ναι@178,99@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-mx-32gb-mayro-dual-sim-smartphone/prod8700373pp/
MLS MX 32GB Χρυσό Dual Sim SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 3 GB-Κάμερα: 16 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 161 g-Dual SIM: Ναι@178,99@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-mx-32gb-hryso-dual-sim-smartphone/prod8700374pp/
TP Link Neffos Y50 8GB Λευκό Dual Sim SmartphoneTP-LINK@Εγγύηση:  24 μήνες-Κατασκευαστής: TP-LINK-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1 GB-Κάμερα: 5 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 128 g-Dual SIM: Όχι@69,9@https://www.public.gr/product/tilefonia/kinita-smartphones/tp-link-neffos-y50-8gb-leyko-dual-sim-smartphone/prod8600211pp/
Samsung Galaxy XCover 4 16GB Μαύρο SmartphoneSAMSUNG@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel-Βάρος: 172 g-Dual SIM: Όχι@265@https://www.public.gr/product/tilefonia/kinita-smartphones/samsung-galaxy-xcover-4-16gb-mayro-smartphone/prod8564663pp/
MLS Wave  Ροζ Dual Sim SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1GB-Κάμερα: 8 Megapixel LED Flash-Επεξεργαστής: Quad Core-Βάρος: 150 g-Dual SIM: Ναι@79,99@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-wave-roz-dual-sim-smartphone/prod8281319pp/
MLS Easy S1 8GB Μαύρο Dual Sim SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 512 MB-Κάμερα: 2 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 142 g-Dual SIM: Ναι@59,9@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-easy-s1-8gb-mayro-dual-sim-smartphone/prod8530359pp/
MLS Trend Ροζ Dual Sim SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 8 Megapixel LED Flash-Επεξεργαστής: Quad Core-Βάρος: 127 g-Dual SIM: Ναι@69,49@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-trend-roz-dual-sim-smartphone/prod8280555pp/
MLS Easy S 8GB Λευκό Dual Sim SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Dual SIM: Ναι-Λειτουργία Wi-Fi: Ναι-Βάρος: 162 g@69,9@https://www.public.gr/product/tilefonia/kinita-aplis-hrisis/mls-easy-s-8gb-leyko-dual-sim-smartphone/prod8430550pp/
Huawei Mate 9 64GB Γκρι SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: Dual-Camera 20 & 12 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 190 g-Dual SIM: Όχι@499@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-mate-9-64gb-gkri-smartphone/prod8320451pp/
Apple iPhone 6s 32GB Space Gray 4G SmartphoneAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 2 GB-Κάμερα: 12 Megapixel-Επεξεργαστής: Dual Core-Βάρος: 143 g-Dual SIM: Όχι@429@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-6s-32gb-space-gray-4g-smartphone/prod8243224pp/
Apple iPhone 6s 32GB Rose Gold SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 2 GB-Κάμερα: 12 Megapixel-Επεξεργαστής: Dual Core-Βάρος: 143 g-Dual SIM: Όχι@429@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-6s-32gb-rose-gold-smartphone/prod8243227pp/
Apple iPhone 6s 32GB Silver SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 2 GB-Κάμερα: 12 Megapixel-Επεξεργαστής: Dual Core-Βάρος: 143 g-Dual SIM: Όχι@429@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-6s-32gb-silver-smartphone/prod8243225pp/
Apple iPhone 6s 32GB Gold SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 2 GB-Κάμερα: 12 Megapixel-Επεξεργαστής: Dual Core-Βάρος: 143 g-Dual SIM: Όχι@429@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-6s-32gb-gold-smartphone/prod8243226pp/
Apple iPhone 6s Plus 32GB GoldAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 2 GB-Κάμερα: 12 Megapixel-Επεξεργαστής: Dual Core-Βάρος: 192 g-Dual SIM: Όχι@549@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-6s-plus-32gb-gold/prod8243222pp/
Apple iPhone 6s Plus 32GB Space Gray SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 2 GB-Κάμερα: 12 Megapixel-Επεξεργαστής: Dual Core-Βάρος: 192 g-Dual SIM: Όχι@549@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-6s-plus-32gb-space-gray-smartphone/prod8243220pp/
